Gene	nascentRNA	PCNA	log2ratio
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
